#{"t_start": 1707321222.3920522, "env_id": "MiniGrid-Empty-5x5-v0"}
r,l,t
0.955,5,66.208999
0.955,5,66.216339
0.955,5,66.22388
0.937,7,66.233619
0.955,5,66.240683
0.955,5,66.247679
0.946,6,66.256026
0.955,5,66.267317
0.955,5,66.276605
0.946,6,66.285423
0.955,5,66.292983
0.955,5,66.300374
0.955,5,66.308091
0.937,7,66.318148
0.955,5,66.325541
0.955,5,66.333112
0.955,5,66.340294
0.955,5,66.347435
0.955,5,66.35546
0.955,5,66.365995
0.955,5,66.374051
0.955,5,66.381264
0.955,5,66.388495
0.955,5,66.397194
0.955,5,66.405721
0.955,5,66.413292
0.955,5,66.421036
0.937,7,66.430787
0.946,6,66.439219
0.955,5,66.446231
0.946,6,66.454527
0.955,5,66.4619
0.955,5,66.473419
0.955,5,66.482352
0.955,5,66.491282
0.946,6,66.500306
0.955,5,66.507755
